kegg	mnx_id	bigg	seed	metacyc	description	ambiguous
C00208	MNXM1106000	malt	cpd00179|cpd01355	MALTOSE	Maltose||Malt sugar||alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	seed(2)
C00209	MNXM291	oxa	cpd00180	OXALATE	Oxalate||Ethanedioic acid||Oxalic acid	
C00210	MNXM736814		cpd00181		Cobamide	
C00211	MNXM738903				Collagen	
C00212	MNXM1105760	adn	cpd00182	ADENOSINE	Adenosine	
C00213	MNXM300	sarcs	cpd00183	N-Methyl-L-Amino-Acids|SARCOSINE	Sarcosine||N-Methylglycine	metacyc(2)
C00214	MNXM420	thymd	cpd00184	THYMIDINE	Thymidine||Deoxythymidine	
C00215	MNXM735416				Nucleotide	
C00216	MNXM544	arab__D	cpd00185	D-arabinopyranose	D-Arabinose||D-Arabinopyranose	
C00217	MNXM331	glu__D	cpd00186	D-GLT	D-Glutamate||D-2-Aminoglutaric acid||D-Glutamic acid||D-Glutaminic acid	
C00218	MNXM255	mma	cpd00187	METHYLAMINE	Methylamine||Methanamine	
C00219	MNXM1107770	arachd	cpd00188	ARACHIDONIC_ACID	Arachidonate||(5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid||(5Z,8Z,11Z,14Z)-Icosatetraenoic acid||5Z,8Z,11Z,14Z-Eicosatetraenoic acid||Arachidonic acid||cis-5,8,11,14-Eicosatetraenoic acid	
C00221	MNXM1364060	glc_D_B|glc__bD	cpd00190	GLC	beta-D-Glucose||beta-D-Glucopyranose	bigg(2)
C00222	MNXM1368841	msa	cpd00191|cpd08857	MALONATE-S-ALD	3-Oxopropanoate||Malonate semialdehyde	seed(2)
C00223	MNXM1363816	coucoa	cpd00192	P-COUMAROYL-COA	p-Coumaroyl-CoA||(E)-4-Coumaroyl-CoA||4-Coumaroyl-CoA||4-Hydroxycinnamoyl-CoA||trans-4-Coumaroyl-CoA	
C00224	MNXM1103086	aps	cpd00193	APS	Adenylyl sulfate||5'-Adenylyl sulfate||APS||Adenosine 5'-phosphosulfate	
C00225	MNXM726935		cpd00194		Methyl viologen||1,1'-Dimethyl-4,4'-bipyridinium dichloride||Paraquat dichloride	
C00226	MNXM730356				Primary alcohol||1-Alcohol	
C00227	MNXM280	actp	cpd00196	ACETYL-P	Acetyl phosphate	
C00229	MNXM740694				Acyl-carrier protein||ACP||Holo-[acyl-carrier protein]||[Acyl-carrier protein]	
C00230	MNXM1137687	34dhbz	cpd00197|cpd28658|cpd28745	3-4-DIHYDROXYBENZOATE	3,4-Dihydroxybenzoate||3,4-Dihydroxybenzoic acid||Protocatechuate||Protocatechuic acid	seed(3)
C00231	MNXM186	xu5p__D	cpd00198	XYLULOSE-5-PHOSPHATE	D-Xylulose 5-phosphate	
C00232	MNXM172	sucsal	cpd00199	SUCC-S-ALD	Succinate semialdehyde||4-Oxobutanoate||Succinic semialdehyde	
C00233	MNXM404	4mop	cpd00200	2K-4CH3-PENTANOATE	4-Methyl-2-oxopentanoate||2-Oxoisocaproate||alpha-Ketoisocaproate	
C00234	MNXM1102376	10fthf	cpd00201	10-FORMYL-THF	10-Formyltetrahydrofolate||10-Formyl-THF	
C00235	MNXM132	dmpp	cpd00202	CPD-4211	Dimethylallyl diphosphate||2-Isopentenyl diphosphate||DMAPP||Delta2-Isopentenyl diphosphate||Dimethylallyl pyrophosphate||Monoprenyl diphosphate||Prenyl diphosphate	
C00236	MNXM1364464	13dpg	cpd00203	DPG	3-Phospho-D-glyceroyl phosphate||(R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid||1,3-Bisphospho-D-glycerate||D-Glycerate 1,3-diphosphate	
C00237	MNXM726637	co		CARBON-MONOXIDE	CO||Carbon monoxide	
C00239	MNXM266	dcmp	cpd00206	DCMP	dCMP||2'-Deoxycytidine 5'-monophosphate||Deoxycytidine monophosphate||Deoxycytidylate||Deoxycytidylic acid	
C00242	MNXM733114	gua	cpd00207	GUANINE	Guanine||2-Amino-6-hydroxypurine	
C00243	MNXM1104432	lcts	cpd03809	CPD-15972	Lactose||1-beta-D-Galactopyranosyl-4-D-glucopyranose||Milk sugar||beta-D-Gal-(1->4)-D-Glc	
C00244	MNXM732399			CPD-15028	Nitrate||Nitric acid	
C00245	MNXM282	taur	cpd00210	TAURINE	Taurine||2-Aminoethanesulfonic acid||Aminoethylsulfonic acid	
C00246	MNXM458	but	cpd00211	BUTYRIC_ACID	Butanoic acid||Butanoate||Butyrate||Butyric acid	
C00247	MNXM1364097		cpd00212|cpd05270	CPD-15986|CPD-9569	L-Sorbose||L-xylo-Hexulose	kegg(2),seed(2),metacyc(2)
C00248	MNXM1024	lpam	cpd00213	LIPOAMIDE	Lipoamide||Thioctic acid amide	
C00249	MNXM108	hdca	cpd00214	PALMITATE	Hexadecanoic acid||Cetylic acid||Hexadecanoate||Hexadecylic acid||Palmitate||Palmitic acid	
C00250	MNXM311	pydx	cpd00215	PYRIDOXAL	Pyridoxal	
C00251	MNXM337	chor	cpd00216	CHORISMATE	Chorismate||(3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate||Chorismic acid	
C00252	MNXM1107787	HC00229|isomal	cpd00217	Isomaltose	Isomaltose||Brachiose	bigg(2)
C00253	MNXM274	nac|nicnt	cpd00218	NIACINE	Nicotinate||3-Pyridinecarboxylic acid||Niacin||Nicotinic acid	bigg(2)
C00254	MNXM737312	pphn	cpd00219	PREPHENATE	Prephenate||Prephenic acid	
C00255	MNXM270	ribflv	cpd00220	RIBOFLAVIN	Riboflavin||7,8-Dimethyl-10-ribitylisoalloxazine||Lactoflavin||Vitamin B2	
C00256	MNXM1371362	lac__D	cpd00221	CPD-24843|D-LACTATE	(R)-Lactate||D-2-Hydroxypropanoic acid||D-2-Hydroxypropionic acid||D-Lactate||D-Lactic acid	metacyc(2)
C00257	MNXM341	glcn|glcn__D	cpd00222	GLUCONATE	D-Gluconic acid||D-Gluconate||D-gluco-Hexonic acid	bigg(2)
C00258	MNXM1136254	glyc__R	cpd00223	GLYCERATE|Glycerates	D-Glycerate||(R)-Glycerate||Glycerate||Glyceric acid	metacyc(2)
C00259	MNXM1369602		cpd00224	L-arabinopyranose	L-Arabinose||L-Arabinopyranose	
C00261	MNXM371	bzal	cpd00225|cpd11631	BENZALDEHYDE	Benzaldehyde||Benzoic aldehyde	kegg(2),seed(2)
C00262	MNXM732487	hxan	cpd00226	HYPOXANTHINE	Hypoxanthine||Purine-6-ol	
C00263	MNXM353	hom__L	cpd00227	HOMO-SER	L-Homoserine||2-Amino-4-hydroxybutyric acid	
C00264	MNXM728005				3-Oxoacyl-CoA	
C00265	MNXM735884	dtt	cpd00228	DITHIOTHREITOL	Dithiothreitol||1,4-Dithiothreitol||DL-threo-1,4-Dimercapto-2,3-butanediol||threo-1,4-Dimercapto-2,3-butanediol	
C00266	MNXM734590	gcald	cpd00229	GLYCOLALDEHYDE	Glycolaldehyde||Hydroxyacetaldehyde	
C00267	MNXM1105027	Glc_aD|glc__aD	cpd19001	ALPHA-GLUCOSE	alpha-D-Glucose	bigg(2)
C00268	MNXM730235	dhbpt	cpd00231	6-7-Dihydrobiopterins|CPD-15159	Dihydrobiopterin||6,7-Dihydrobiopterin||6-[(1R,2S)-1,2-Dihydroxypropyl]-6,7-dihydropterin||Quinoid-dihydrobiopterin	metacyc(2)
C00269	MNXM1104246				CDP-diacylglycerol||1,2-Diacyl-sn-glycero-3-cytidine-5'-diphosphate||CDP-1,2-diacylglycerol	
C00270	MNXM1106046		cpd00232|cpd27569	N-ACETYLNEURAMINATE	N-Acetylneuraminate||5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid||N-Acetylneuraminic acid||Neu5Ac	seed(2)
C00272	MNXM1364259	thptn	cpd00233	CPD-14053	Tetrahydrobiopterin||2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone||5,6,7,8-Tetrahydrobiopterin||L-erythro-Tetrahydrobiopterin	
C00275	MNXM1364108	man6p	cpd00235	CPD-15979|MANNOSE-6P	D-Mannose 6-phosphate	metacyc(2)
C00279	MNXM258	e4p	cpd00236	ERYTHROSE-4P	D-Erythrose 4-phosphate	
C00280	MNXM730402	andrstndn	cpd00237	ANDROST4ENE	Androstenedione||4-Androstene-3,17-dione||Androst-4-ene-3,17-dione	
C00282	MNXM1108018	h2	cpd11640	HYDROGEN-MOLECULE	Hydrogen||H2	
C00283	MNXM1366460	HC00250|h2s	cpd00239|cpd24697	CPD-846|HS	Hydrogen sulfide||H2S||Hydrogen-sulfide||Sulfide	bigg(2),seed(2),metacyc(2)
C00284	MNXM155656		cpd00240	EDTA	EDTA||Edetic acid||Ethylenediaminetetraacetate||Ethylenediaminetetraacetic acid	
C00286	MNXM344	dgtp	cpd00241	DGTP	dGTP||2'-Deoxyguanosine 5'-triphosphate||Deoxyguanosine 5'-triphosphate||Deoxyguanosine triphosphate	
C00288	MNXM1094693	h2co3|hco3	cpd00242	CO3|H2CO3|HCO3	HCO3-||Acid carbonate||Bicarbonate||Hydrogen carbonate||Hydrogencarbonate	kegg(2),bigg(2),metacyc(3)
C00290	MNXM11580		cpd00243|cpd27068	Fibrin	Fibrin	seed(2)
C00291	MNXM731949		cpd37271		Nickel	
C00292	MNXM741		cpd00245	ANILINE	Aniline||Arylamine||Benzenamine||Phenylamine	
C00294	MNXM1103335	ins	cpd00246	INOSINE	Inosine	
C00295	MNXM235	orot	cpd00247	OROTATE	Orotate||Orotic acid||Uracil-6-carboxylic acid	
C00296	MNXM736788	quin	cpd00248	QUINATE	Quinate||(-)-Quinic acid||Chinic acid||Kinic acid||L-Quinate||L-Quinic acid||Quinic acid	
C00297	MNXM740690		cpd30740		Sulfide||Thioether	
C00298	MNXM22270		cpd11644|cpd28642		Trypsin||Trypsin crystallized	seed(2)
C00299	MNXM1103104	uri	cpd00249	URIDINE	Uridine	
C00300	MNXM728947	creat	cpd00250	CREATINE	Creatine||Methylglycocyamine||alpha-Methylguanidino acetic acid	
C00301	MNXM1104545	adprib	cpd00251	ADENOSINE_DIPHOSPHATE_RIBOSE	ADP-ribose||ADP-D-ribose||Adenosine diphosphate ribose	
C00302	MNXM741172		cpd19002|cpd27177	Glutamates	Glutamate||2-Aminoglutaric acid||Glutaminic acid	seed(2)
C00303	MNXM37	gln__L	cpd00053|cpd00253	GLN	Glutamine||2-Aminoglutaramic acid	kegg(2),seed(2)
C00304	MNXM741649				Kanamycin	
C00305	MNXM653	mg2	cpd00254	MG+2	Magnesium cation||Magnesium ion||Magnesium(2+)||Mg2+	
C00306	MNXM2505		cpd00255		Bradykinin	
C00307	MNXM1103046	cdpchol	cpd00256	CDP-CHOLINE	CDP-choline||Citicoline||Cytidine 5'-diphosphocholine	
C00308	MNXM12052		cpd00257	CANAVANINE	Canavanine||2-Amino-4-(guanidinooxy)butyric acid||L-Canavanine	
C00309	MNXM1371691		cpd00258|cpd05268	CPD-24935|D-RIBULOFURANOSE	D-Ribulose||D-Arabinoketose||D-Arabinulose||D-Riboketose||D-erythro-2-Pentulose	kegg(2),seed(2),metacyc(2)
C00310	MNXM1371293		cpd00259	CPD-24961|D-Xylulofuranose	D-Xylulose||D-Lyxulose||D-threo-Pentulose	kegg(2),metacyc(2)
C00312	MNXM1371094		cpd00261	L-Xylulofuranose	L-Xylulose||L-Lyxulose||L-threo-Pentulose	
C00313	MNXM618	oxalcoa	cpd00262	OXALYL-COA	Oxalyl-CoA	
C00314	MNXM419	pydxn	cpd00263	PYRIDOXINE	Pyridoxine||Pyridoxol	
C00315	MNXM124	spmd	cpd00264	SPERMIDINE	Spermidine||N-(3-Aminopropyl)-1,4-butane-diamine	
C00317	MNXM733407				Amylopectin	
C00318	MNXM1105737	crn	cpd00266	CARNITINE	L-Carnitine||(R)-Carnitine||3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt||L-gamma-Trimethyl-beta-hydroxybutyrobetaine||Levocarnitine||Vitamin BT	
C00319	MNXM1364421		cpd00267	SPHINGOSINE	Sphingosine||Sphing-4-enine||Sphingenine||Sphingoid	
C00320	MNXM1094289	HC01501|thios|tsul	cpd00268	S2O3	Thiosulfate||Hyposulfite	kegg(2),bigg(3)
C00322	MNXM263	2oxoadp	cpd00269	2K-ADIPATE	2-Oxoadipate||2-Oxoadipic acid||2-Oxohexanedioic acid	
C00323	MNXM1369521		cpd00270	CAFFEOYL-COA	Caffeoyl-CoA||(2E)-3-(3,4-Dihydroxyphenyl)prop-2-enoyl-CoA	
C00324	MNXM729731		cpd00271	CPD-10145	Ferricyanide||Hexacyanoferrate(III)	
C00325	MNXM1364176		cpd23744	CPD-13118	GDP-L-fucose||GDP-beta-L-fucose	
C00326	MNXM39799		cpd00273|cpd01752	Glycoproteins	Glycoprotein	seed(2)
C00327	MNXM732471	citr__L	cpd00274	L-CITRULLINE	L-Citrulline||2-Amino-5-ureidovaleric acid||Citrulline	
C00328	MNXM733142	Lkynr	cpd00275|cpd01183|cpd30794	CPD-14736	L-Kynurenine||3-Anthraniloyl-L-alanine	kegg(2),seed(3)
C00329	MNXM1105684	gam	cpd00276|cpd05263|cpd27103	CPD-12539|GLUCOSAMINE	D-Glucosamine||2-Amino-2-deoxy-D-glucose||Chitosamine	kegg(2),seed(3),metacyc(2)
C00330	MNXM647	dgsn	cpd00277	DEOXYGUANOSINE	Deoxyguanosine||2'-Deoxyguanosine	
C00331	MNXM315	indpyr	cpd00278	INDOLE_PYRUVATE	Indolepyruvate||(Indol-3-yl)pyruvate||3-(Indol-3-yl)pyruvate||Indole-3-pyruvate||Indolepyruvic acid	
C00332	MNXM1103802	aacoa	cpd00279	ACETOACETYL-COA	Acetoacetyl-CoA||3-Acetoacetyl-CoA||Acetoacetyl coenzyme A	
C00333	MNXM1106181		cpd00280|cpd05262	CPD-12524|D-Galactopyranuronate	D-Galacturonate||D-Galacturonic acid	kegg(2),seed(2),metacyc(2)
C00334	MNXM192	4abut	cpd00281	4-AMINO-BUTYRATE	4-Aminobutanoate||4-Aminobutanoic acid||4-Aminobutyrate||4-Aminobutyric acid||GABA||gamma-Aminobutyric acid	
C00337	MNXM252	dhor__S	cpd00282	DI-H-OROTATE	(S)-Dihydroorotate||(S)-4,5-Dihydroorotate||Dihydro-L-orotic acid||L-Dihydroorotate||L-Dihydroorotic acid	
C00338	MNXM738757				Lipopolysaccharide||LPS	
C00339	MNXM731261				Long-chain alcohol	
C00340	MNXM739109				Reduced rubredoxin	
C00341	MNXM100	grdp	cpd00283|cpd03476	GERANYL-PP	Geranyl diphosphate	seed(2)
C00342	MNXM741334	trdrd	cpd11421		Thioredoxin||Reduced thioredoxin	
C00343	MNXM729077				Thioredoxin disulfide||Oxidized thioredoxin||Thioredoxin sulfide	
C00344	MNXM1107660				Phosphatidylglycerol||3(3-Phosphatidyl-)glycerol||3-(3-sn-Phosphatidyl)glycerol||PtdGro	
C00345	MNXM734080	6pgc	cpd00284	CPD-2961	6-Phospho-D-gluconate	
C00346	MNXM187	ethamp	cpd00285	PHOSPHORYL-ETHANOLAMINE	Ethanolamine phosphate||O-Phosphoethanolamine||O-Phosphorylethanolamine||Phosphoethanolamine	
C00347	MNXM726857				Long-chain carboxylate||Long-chain carboxylic acid	
C00348	MNXM1371450				all-trans-Undecaprenyl phosphate	
C00349	MNXM305	2mop	cpd00287|cpd23282	CPD-12179	2-Methyl-3-oxopropanoate||3-Oxo-2-methylpropanoate||Methylmalonate semialdehyde	seed(2)
C00350	MNXM115	pe_hs	cpd11456		Phosphatidylethanolamine||(3-Phosphatidyl)-ethanolamine||(3-Phosphatidyl)ethanolamine||1-Acyl-2-acyl-sn-glycero-3-phosphoethanolamine||Cephalin||L-1-Phosphatidylethanolamine||O-(1-beta-Acyl-2-acyl-sn-glycero-3-phospho)ethanolamine	
C00351	MNXM741573				5'-Phosphooligonucleotide	
C00352	MNXM1104065	gam6p	cpd00288|cpd23898	CPD-13469|D-GLUCOSAMINE-6-P	D-Glucosamine 6-phosphate||D-Glucosamine phosphate	seed(2),metacyc(2)
C00353	MNXM728266	ggdp	cpd00289	GERANYLGERANYL-PP	Geranylgeranyl diphosphate||(2E,6E,10E)-3,7,11,15-Tetramethylhexadeca-2,6,10,14-tetraen-1-yl diphosphate||Geranylgeranyl pyrophosphate||all-trans-Geranylgeranyl diphosphate||all-trans-Geranylgeranyl pyrophosphate	
C00354	MNXM1364229	fdp|fdp_B	cpd00290|cpd19036	FRUCTOSE-16-DIPHOSPHATE	D-Fructose 1,6-bisphosphate	kegg(2),bigg(2),seed(2)
C00355	MNXM279	34dhphe	cpd00291	L-DIHYDROXY-PHENYLALANINE	3,4-Dihydroxy-L-phenylalanine||3-Hydroxy-L-tyrosine||Dihydroxy-L-phenylalanine||L-Dopa||L-beta-(3,4-Dihydroxyphenyl)alanine||Levodopa	
C00356	MNXM1104235	hmgcoa	cpd00292	3-HYDROXY-3-METHYL-GLUTARYL-COA	(S)-3-Hydroxy-3-methylglutaryl-CoA||3-Hydroxy-3-methylglutaryl-CoA||HMG-CoA||Hydroxymethylglutaroyl coenzyme A||Hydroxymethylglutaryl-CoA	
C00357	MNXM1364174	acgam6p	cpd00293|cpd33963	CPD-16167|N-ACETYL-D-GLUCOSAMINE-6-P	N-Acetyl-D-glucosamine 6-phosphate	seed(2),metacyc(2)
C00360	MNXM432	damp	cpd00294	DAMP	dAMP||2'-Deoxyadenosine 5'-monophosphate||2'-Deoxyadenosine 5'-phosphate||Deoxyadenosine monophosphate||Deoxyadenylic acid	
C00361	MNXM436	dgdp	cpd00295	DGDP	dGDP||2'-Deoxyguanosine 5'-diphosphate	
C00362	MNXM736654	dgmp	cpd00296	DGMP	dGMP||2'-Deoxyguanosine 5'-monophosphate||2'-Deoxyguanosine 5'-phosphate||Deoxyguanosine monophosphate||Deoxyguanylic acid	
C00363	MNXM152	dtdp	cpd00297	DTDP-GROUP|TDP	dTDP||Deoxythymidine 5'-diphosphate	metacyc(2)
C00364	MNXM257	dtmp	cpd00298	TMP	dTMP||5'-Thymidylic acid||Deoxythymidine 5'-phosphate||Deoxythymidylic acid||Thymidine 5'-phosphate||Thymidine monophosphate||Thymidylate||Thymidylic acid	
C00365	MNXM234	dump	cpd00299	DUMP	dUMP||2'-Deoxyuridine 5'-phosphate||Deoxyuridine 5'-phosphate||Deoxyuridine monophosphate||Deoxyuridylic acid	
C00366	MNXM1105965	urate	cpd00300|cpd34618	CPD-15041|CPD-15332|URATE	Urate||Uric acid	seed(2),metacyc(3)
C00367	MNXM733329				Casein	
C00369	MNXM725902				Starch||Glycogen	
C00370	MNXM729150		cpd00301|cpd01808		Sterol	seed(2)
C00371	MNXM1371472		cpd00302	CPD-4210	Zeatin||(E)-2-Methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol||N6-(4-Hydroxyisopentenyl)adenine||trans-Zeatin	
C00372	MNXM733421				Dextran||(1,6-alpha-D-Glucosyl)m||(1,6-alpha-D-Glucosyl)m+1||(1,6-alpha-D-Glucosyl)n||(1,6-alpha-D-Glucosyl)n+1||1,6-alpha-D-Glucan||Dextran 40||Dextran 70||Dextran 75	
C00373	MNXM119485		cpd00303		Elastin	
C00374	MNXM727246				Heparin||Bemiparin||Enoxaparin	
C00375	MNXM1363612				RCH2NH2	
C00376	MNXM1364167	retinal	cpd00304	RETINAL	Retinal||Retinene||Vitamin A aldehyde||all-trans-Retinal||all-trans-Retinene||all-trans-Vitamin A aldehyde	
C00377	MNXM739431				Steroid	
C00378	MNXM730135	thm	cpd00305	THIAMINE	Thiamine||Aneurin||Antiberiberi factor||Thiamin||Vitamin B1	
C00379	MNXM737068	xylt	cpd00306	XYLITOL	Xylitol	
C00380	MNXM761	csn	cpd00307	CYTOSINE	Cytosine	
C00381	MNXM147098	dolichol__L			Dolichol||ditrans,polycis-Dolichol	
C00383	MNXM730881	HC00319	cpd00308|cpd12000|cpd12448	MALONATE	Malonate||Malonic acid||Propanedioic acid	seed(3)
C00384	MNXM725888		cpd11664		Neomycin	
C00385	MNXM174	xan	cpd00309	XANTHINE	Xanthine	
C00386	MNXM726951	carn	cpd00310|cpd15836	CARNOSINE	Carnosine||Nalpha-(beta-alanyl)-L-histidine	seed(2)
C00387	MNXM1103400	gsn	cpd00311	GUANOSINE	Guanosine	
C00388	MNXM635	hista	cpd00312	HISTAMINE	Histamine||1H-Imidazole-4-ethanamine||2-(4-Imidazolyl)ethylamine	
C00389	MNXM620	quc	cpd00313	CPD-520	Quercetin||3,3',4,5,7-Pentahydroxyflavone||3,5,7,3',4'-Pentahydroxyflavone	
C00392	MNXM1104590	mnl	cpd00314	MANNITOL	Mannitol||D-Mannitol	
C00393	MNXM5157		cpd11667|cpd27069	Fibrinogen	Fibrinogen||Coagulation factor I	seed(2)
C00394	MNXM731345		cpd00315	GDP-D-GLUCOSE	GDP-glucose||GDP-D-glucose||GDP-alpha-D-glucose	
C00396	MNXM1094080	pyrimid	cpd00316|cpd27827|cpd28006	PYRIMIDINE-RING|Pyrimidines	Pyrimidine||Pyrimidine base	seed(3),metacyc(2)
C00398	MNXM806	trypta	cpd00318	TRYPTAMINE	Tryptamine||3-(2-Aminoethyl)indole	
C00399	MNXM731777				Ubiquinone||CoQ||Coenzyme Q||Q	
C00400	MNXM1346		cpd00319	--MENTHOL	(-)-Menthol||L-Menthol	
C00401	MNXM741364				Chondroitin||Chondroitin-D-glucuronate	
C00402	MNXM1364496		cpd00320	CPD-302	D-Aspartate||D-Aspartic acid	
C00403	MNXM733317				Polypeptide	
C00404	MNXM731401				Polyphosphate||(Phosphate)n||(Phosphate)n+1||(Phosphate)n-1||(Polyphosphate)n||(Polyphosphate)n-1	kegg(2)
C00405	MNXM774		cpd11673	D-Amino-Acids	D-Amino acid	
C00406	MNXM1369395		cpd00321	FERULOYL-COA	Feruloyl-CoA||(E)-3-(4-Hydroxy-3-methoxyphenyl)propenoyl-CoA||4-Hydroxy-3-methoxycinnamoyl-CoA||trans-Feruloyl-CoA	
C00407	MNXM728337	ile__L	cpd00322|cpd15139	ILE	L-Isoleucine||2-Amino-3-methylvaleric acid	kegg(2),seed(2)
C00408	MNXM684	Lpipecol	cpd00323	L-PIPECOLATE	L-Pipecolate||(S)-Piperidine-2-carboxylic acid||2-Piperidinecarboxylic acid||Pipecolic acid||Pipecolinic acid	
C00409	MNXM652	ch4s	cpd00324	CPD-7671	Methanethiol||Methylmercaptan	
C00410	MNXM730474	prgstrn	cpd00325	PROGESTERONE	Progesterone||4-Pregnene-3,20-dione	
C00412	MNXM1104352	ocdccoa|stcoa	cpd00327|cpd16825	STEAROYL-COA	Stearoyl-CoA||Octadecanoyl-CoA||Stearyl coenzyme A||Stearyl-CoA	bigg(2),seed(2)
C00413	MNXM1091	Stmyn	cpd00328	STREPTOMYCIN	Streptomycin	
C00414	MNXM835		cpd00329	CYCLOHEXANONE	Cyclohexanone	
C00415	MNXM281	dhf	cpd00330	DIHYDROFOLATE	Dihydrofolate||7,8-Dihydrofolate||7,8-Dihydrofolic acid||7,8-Dihydropteroylglutamate||Dihydrofolic acid	
C00416	MNXM1107826				Phosphatidate||1,2-Diacyl-sn-glycerol 3-phosphate||3-sn-Phosphatidate||Phosphatidic acid	
C00417	MNXM1092518	HC00342|acon|acon_C	cpd00331	CIS-ACONITATE	cis-Aconitate||cis-Aconitic acid	bigg(3)
C00418	MNXM1105057	mevR|mev__R	cpd00332	MEVALONATE	(R)-Mevalonate||(3R)-3,5-Dihydroxy-3-methylpentanoic acid||(R)-Mevalonic acid||3,5-Dihydroxy-3-methylvaleric acid||Mevalonic acid	bigg(2)
C00419	MNXM162987		cpd11674		Polynucleotide	
C00420	MNXM77759		cpd27900	Polysaccharides	Polysaccharide||Glycan||Polyglycose	
C00422	MNXM732989				Triacylglycerol||Triglyceride	
C00423	MNXM1371727		cpd00333	CPD-674	trans-Cinnamate||(2E)-3-Phenylprop-2-enoate||(E)-Cinnamate||trans-Cinnamic acid	kegg(2)
C00424	MNXM732880	abt__L|lald__L	cpd00334	LACTALD	(S)-Lactaldehyde||L-2-Hydroxypropionaldehyde||L-Lactaldehyde	bigg(2)
C00426	MNXM737213				Dermatan sulfate	
C00427	MNXM730289	prostgh2	cpd00336	PROSTAGLANDIN-H2	Prostaglandin H2||(5Z,13E)-(15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate||(5Z,13E,15S)-9alpha,11alpha-Epidioxy-15-hydroxyprosta-5,13-dienoate||(5Z,9alpha,11alpha,13E,15S)-9,11-Epidioxy-15-hydroxy-prosta-5,13-dienoate||PGH2	
C00429	MNXM506	56dura	cpd00337	DI-H-URACIL	5,6-Dihydrouracil||2,4-Dioxotetrahydropyrimidine||5,6-Dihydro-2,4-dihydroxypyrimidine||Dihydro-2,4(1H,3H)-pyrimidinedione||Dihydrouracil||Dihydrouracile||Hydrouracil	
C00430	MNXM405	5aop	cpd00338	5-AMINO-LEVULINATE	5-Aminolevulinate||5-Amino-4-oxopentanoate||5-Amino-4-oxopentanoic acid||5-Amino-4-oxovaleric acid	
C00431	MNXM792	5aptn	cpd00339	5-AMINOPENTANOATE	5-Aminopentanoate||5-Aminopentanoic acid||5-Aminovaleric acid	
C00433	MNXM770	25dop	cpd00340	CPD-654	2,5-Dioxopentanoate||2-Oxoglutarate semialdehyde	
C00434	MNXM732074				Double-stranded DNA	
C00435	MNXM739057				Oxidized rubredoxin	
C00436	MNXM1243	Ncbmpts	cpd00341	CPD-597	N-Carbamoylputrescine	
C00437	MNXM817	acorn	cpd00342	N-ALPHA-ACETYLORNITHINE	N-Acetylornithine||N2-Acetyl-L-ornithine	
C00438	MNXM465	cbasp	cpd00343	CARBAMYUL-L-ASPARTATE	N-Carbamoyl-L-aspartate	
C00439	MNXM496	forglu	cpd00344	N-FORMIMINO-L-GLUTAMATE	N-Formimino-L-glutamate||N-Formimidoyl-L-glutamate	
C00440	MNXM1363963	5mthf	cpd00345	5-METHYL-THF	5-Methyltetrahydrofolate	
C00441	MNXM361	aspsa	cpd00346	L-ASPARTATE-SEMIALDEHYDE	L-Aspartate 4-semialdehyde||Aspartate beta-semialdehyde||L-Aspartic 4-semialdehyde	
C00445	MNXM511	methf	cpd00347	5-10-METHENYL-THF	5,10-Methenyltetrahydrofolate	
C00446	MNXM1364213	gal1p	cpd00348|cpd19025	D-galactose-1-phosphate|GALACTOSE-1P	alpha-D-Galactose 1-phosphate||alpha-D-Galactopyranose 1-phosphate	kegg(2),seed(2),metacyc(2)
C00447	MNXM507505	HC00361|s17bp	cpd00349|cpd29645	D-SEDOHEPTULOSE-1-7-P2	Sedoheptulose 1,7-bisphosphate||D-Sedoheptulose 1,7-bisphosphate||D-altro-Heptulose 1,7-biphosphate	bigg(2),seed(2)
C00448	MNXM1363833		cpd00350	FARNESYL-PP	trans,trans-Farnesyl diphosphate||(2E,6E)-Farnesyl diphosphate||2-trans,6-trans-Farnesyl diphosphate||Farnesyl diphosphate||Farnesyl pyrophosphate	
C00449	MNXM735171	saccrp__L	cpd00351	SACCHAROPINE	N6-(L-1,3-Dicarboxypropyl)-L-lysine||L-Saccharopine||N-[(S)-5-Amino-5-carboxypentyl]-L-glutamic acid||Saccharopine	
C00450	MNXM748	thp2c	cpd00352	CPD-7682	(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate||Delta1-Piperideine-6-L-carboxylate	
C00451	MNXM162		cpd00353	THREO-DS-ISO-CITRATE	(1R,2S)-1-Hydroxypropane-1,2,3-tricarboxylate||D-threo-Isocitric acid	
C00454	MNXM735702				NDP||Nucleoside 5'-diphosphate||Nucleoside diphosphate	
